id	doi	title	author	journaltitle	volume	issue	pubdate	pagerange	publisher	type	reviewed-work	abstract	mystery
10.2307/801388	10.2307/801388	The Labor of Theme-Reading	Alphonso Gerald Newcomer	The English Journal	1	4	1912-04-01T00:00:00Z	pp. 235-237	National Council of Teachers of English	fla			
10.2307/800903	10.2307/800903	The Value of a Mistake	Roy Ivan Johnson	The English Journal	4	5	1915-05-01T00:00:00Z	pp. 311-314	National Council of Teachers of English	fla			
10.2307/801030	10.2307/801030		B. A. Heydrick	The English Journal	2	9	1913-11-01T00:00:00Z	pp. 605-606	National Council of Teachers of English	brv	A First Book of Composition|Thomas H. Briggs;Isabel McKinney		
10.2307/801796	10.2307/801796	A Literary Map of London	Julia Davenport Randall	The English Journal	4	2	1915-02-01T00:00:00Z	p. 125	National Council of Teachers of English	fla			
10.2307/801650	10.2307/801650	Student Newspaper Work	Harriet A. Lee	The English Journal	5	3	1916-03-01T00:00:00Z	pp. 164-171	National Council of Teachers of English	fla			
10.2307/801724	10.2307/801724	A Study in the Correction of Dialectic English	Daniel W. Redmond	The English Journal	3	8	1914-10-01T00:00:00Z	pp. 480-483	National Council of Teachers of English	fla			
10.2307/801520	10.2307/801520	Suggestions for the High-School Play	Thacher H. Guild	The English Journal	2	10	1913-12-01T00:00:00Z	pp. 637-646	National Council of Teachers of English	fla			
10.2307/800880	10.2307/800880	News and Notes	J. Milnor Dorey, Allan Abbott, Anna G. Brewster, Sarah E. Simons, Margaret Baker, O. B. Sperlin, H. G. Paul, Flora H. Krueger, C. E. Thomas, Hilda Taylor	The English Journal	6	3	1917-03-01T00:00:00Z	pp. 197-203	National Council of Teachers of English	mis			
10.2307/800904	10.2307/800904	An Evolution of Oral Composition	Mary Percival	The English Journal	4	5	1915-05-01T00:00:00Z	pp. 315-322	National Council of Teachers of English	fla			
10.2307/801208	10.2307/801208	Back Matter		The English Journal	7	6	1918-06-01T00:00:00Z	p. 412	National Council of Teachers of English	mis			
10.2307/801065	10.2307/801065	A Composition Book for Freshmen	C. L. H.	The English Journal	1	9	1912-11-01T00:00:00Z	pp. 586-587	National Council of Teachers of English	brv	The Essentials of English Composition|James Weber Linn		
10.2307/801793	10.2307/801793	Amateur Journalism and the English Teacher	Maurice W. Moe	The English Journal	4	2	1915-02-01T00:00:00Z	pp. 113-115	National Council of Teachers of English	fla			
10.2307/800985	10.2307/800985	The Use of Pictures in Teaching Literature	Claud Howard	The English Journal	5	8	1916-10-01T00:00:00Z	pp. 539-543	National Council of Teachers of English	fla			
10.2307/801745	10.2307/801745	Spelling Efficiency	John T. McManis	The English Journal	1	3	1912-03-01T00:00:00Z	pp. 187-188	National Council of Teachers of English	brv	Spelling Efficiency in Relation to Age, Grade, and Sex, and the Question of Transfer|J. E. Wallace Wallin		
10.2307/800889	10.2307/800889	Preparation of College Teachers of English	J. V. Denney	The English Journal	7	5	1918-05-01T00:00:00Z	pp. 322-326	National Council of Teachers of English	fla			
10.2307/801795	10.2307/801795	The Laboratory Method at Middlebury College	Frank W. Cady	The English Journal	4	2	1915-02-01T00:00:00Z	pp. 124-125	National Council of Teachers of English	fla			
10.2307/801184	10.2307/801184	News and Notes	C. M. Gayley, Catherine L. Fields	The English Journal	2	3	1913-03-01T00:00:00Z	pp. 195-202	National Council of Teachers of English	mis			
10.2307/801757	10.2307/801757	America's Answer to the Challenge: Patriotic Pantomime	Hertha Podratz	The English Journal	7	9	1918-11-01T00:00:00Z	pp. 603-605	National Council of Teachers of English	fla			
10.2307/801333	10.2307/801333	Ruskin Yet Speaking	Julia Davenport Randall	The English Journal	4	7	1915-09-01T00:00:00Z	pp. 466-468	National Council of Teachers of English	fla			
10.2307/800950	10.2307/800950	Practice Work for Prospective Teachers of English in High Schools	Lemuel A. Pittenger	The English Journal	2	4	1913-04-01T00:00:00Z	pp. 254-255	National Council of Teachers of English	fla			
10.2307/801706	10.2307/801706	Front Matter		The English Journal	5	10	1916-12-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/801620	10.2307/801620	A Revolt and Its Consequences: Being the Plain Tale of a Personal Experience in the Teaching of English Composition	Clem Irwin Orr	The English Journal	3	9	1914-11-01T00:00:00Z	pp. 546-552	National Council of Teachers of English	fla			
10.2307/802069	10.2307/802069	Front Matter		The English Journal	8	10	1919-12-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/800858	10.2307/800858	The Appreciation and Management of High-School Debate	Alvah T. Otis	The English Journal	3	2	1914-02-01T00:00:00Z	pp. 94-98	National Council of Teachers of English	fla			
10.2307/801269	10.2307/801269	Front Matter		The English Journal	6	9	1917-11-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/801725	10.2307/801725	Intensive Spelling	C. H. Ward	The English Journal	3	8	1914-10-01T00:00:00Z	pp. 484-489	National Council of Teachers of English	fla			
10.2307/801244	10.2307/801244	Illustrative Material for the English Classes		The English Journal	8	9	1919-11-01T00:00:00Z	pp. 569-574	National Council of Teachers of English	mis			
10.2307/801162	10.2307/801162	An Old Tale in a New Dress	Robert Allen Armstrong	The English Journal	5	4	1916-04-01T00:00:00Z	pp. 295-296	National Council of Teachers of English	brv	Siegfried|John Harrington Cox;Frederick W. Raymond		
10.2307/801862	10.2307/801862	Book Notices		The English Journal	5	9	1916-11-01T00:00:00Z	p. 645	National Council of Teachers of English	mis			
10.2307/802976	10.2307/802976	The Daily Grind	Maydell Murphy	The English Journal	9	9	1920-11-01T00:00:00Z	pp. 525-529	National Council of Teachers of English	fla			
10.2307/800882	10.2307/800882	Book Notices		The English Journal	6	3	1917-03-01T00:00:00Z	pp. 206-207	National Council of Teachers of English	mis			
10.2307/801798	10.2307/801798	News and Notes	C. B. Story, Helen G. Metcalf, Blanche L. True, Ethel B. Magee	The English Journal	4	2	1915-02-01T00:00:00Z	pp. 127-137	National Council of Teachers of English	mis			
10.2307/800929	10.2307/800929	The Building of an English Course of Study	Esse V. Hathaway	The English Journal	7	8	1918-10-01T00:00:00Z	pp. 526-532	National Council of Teachers of English	fla			
10.2307/801609	10.2307/801609	Freshman English Once More--Concluded	Frederick A. Manchester	The English Journal	6	6	1917-06-01T00:00:00Z	pp. 384-398	National Council of Teachers of English	fla			
10.2307/801242	10.2307/801242	Improvement of English Teachers in Service	Charles Swain Thomas	The English Journal	8	9	1919-11-01T00:00:00Z	pp. 543-553	National Council of Teachers of English	fla			
10.2307/802160	10.2307/802160	Book Notices		The English Journal	9	7	1920-09-01T00:00:00Z	pp. 429-430	National Council of Teachers of English	mis			
10.2307/801861	10.2307/801861		Clarence Stratton	The English Journal	5	9	1916-11-01T00:00:00Z	pp. 642-644	National Council of Teachers of English	brv	On the Art of Writing|Arthur Quiller-Couch		
10.2307/800846	10.2307/800846	Book Notices		The English Journal	1	1	1912-01-01T00:00:00Z	pp. 62-64	National Council of Teachers of English	mis			
10.2307/801651	10.2307/801651	The Production of Plays in High Schools	O. B. Sperlin	The English Journal	5	3	1916-03-01T00:00:00Z	pp. 172-180	National Council of Teachers of English	fla			
10.2307/800922	10.2307/800922	Oral English in Theory and Practice		The English Journal	3	7	1914-09-01T00:00:00Z	pp. 458-460	National Council of Teachers of English	brv	Oral Composition|Cornelia Carhart Ward, The Teaching of Oral English|Emma Miller Bolenius, Perse Playbooks No. 4: First-Fruits of the Play Method in Prose|H. Caldwell Cook		
10.2307/801572	10.2307/801572	Editorial: The Constituency of the "English Journal". Simplified Spelling. In Union Strength. The Salt Lake Meeting		The English Journal	2	6	1913-06-01T00:00:00Z	pp. 392-393	National Council of Teachers of English	fla			
10.2307/801012	10.2307/801012	Front Matter		The English Journal	3	1	1914-01-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/801241	10.2307/801241	My Experience with the Hillegas Scale	Charles Gunther	The English Journal	8	9	1919-11-01T00:00:00Z	pp. 535-542	National Council of Teachers of English	fla			
10.2307/801410	10.2307/801410	Americanization Courses in the Public Schools	Frank Cody	The English Journal	7	10	1918-12-01T00:00:00Z	pp. 615-622	National Council of Teachers of English	fla			
10.2307/801378	10.2307/801378	Digest of Periodical Literature		The English Journal	4	8	1915-10-01T00:00:00Z	pp. 545-547	National Council of Teachers of English	mis			
10.2307/802144	10.2307/802144	News and Notes		The English Journal	9	4	1920-04-01T00:00:00Z	pp. 233-240	National Council of Teachers of English	mis			
10.2307/801766	10.2307/801766	English Problems after the War	Horace Ainsworth Eaton	The English Journal	8	5	1919-05-01T00:00:00Z	pp. 308-312	National Council of Teachers of English	fla			
10.2307/801916	10.2307/801916	Editorial: The Remedy		The English Journal	9	6	1920-06-01T00:00:00Z	pp. 351-352	National Council of Teachers of English	fla			
10.2307/800862	10.2307/800862	The Deadly Grip of Tradition	Robert W. Neal	The English Journal	3	2	1914-02-01T00:00:00Z	pp. 119-120	National Council of Teachers of English	fla			
10.2307/801529	10.2307/801529	Three Books in One	W. Wilbur Hatfield	The English Journal	2	10	1913-12-01T00:00:00Z	pp. 672-674	National Council of Teachers of English	brv	Rhetoric and the Study of Literature|Alfred M. Hitchcock		
10.2307/801465	10.2307/801465	The Teacher	Marjorie N. Weeks	The English Journal	2	8	1913-10-01T00:00:00Z	p. 521	National Council of Teachers of English	fla			
10.2307/801764	10.2307/801764	Our Speech Drive		The English Journal	8	5	1919-05-01T00:00:00Z	pp. 287-298	National Council of Teachers of English	fla			
10.2307/801262	10.2307/801262	Rediscovering Burke	Rose Alden	The English Journal	7	2	1918-02-01T00:00:00Z	pp. 132-134	National Council of Teachers of English	fla			
10.2307/801830	10.2307/801830	Editorial: The Closing Year. The Efficiency Wave		The English Journal	1	10	1912-12-01T00:00:00Z	pp. 638-641	National Council of Teachers of English	fla			
10.2307/801737	10.2307/801737	Formality and Informality	Frances Lester Warner	The English Journal	1	3	1912-03-01T00:00:00Z	pp. 149-150	National Council of Teachers of English	fla			
10.2307/801483	10.2307/801483	Digest of Periodical Literature	Elvira D. Cabell	The English Journal	3	10	1914-12-01T00:00:00Z	pp. 671-675	National Council of Teachers of English	mis			
10.2307/800898	10.2307/800898	Back Matter		The English Journal	7	5	1918-05-01T00:00:00Z	p. 354	National Council of Teachers of English	mis			
10.2307/801472	10.2307/801472	Effort vs. Accomplishment	Florence Y. Humphries	The English Journal	3	10	1914-12-01T00:00:00Z	pp. 603-611	National Council of Teachers of English	fla			
10.2307/800847	10.2307/800847	Front Matter		The English Journal	2	1	1913-01-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/801144	10.2307/801144	News and Notes	J. Milnor Dorey	The English Journal	1	6	1912-06-01T00:00:00Z	pp. 383-388	National Council of Teachers of English	mis			
10.2307/802191	10.2307/802191	Book Notices		The English Journal	9	5	1920-05-01T00:00:00Z	pp. 301-303	National Council of Teachers of English	mis			
10.2307/801288	10.2307/801288	Recent Tendencies in the Teaching of Public Speaking in College	J. P. Ryan	The English Journal	8	2	1919-02-01T00:00:00Z	pp. 90-96	National Council of Teachers of English	fla			
10.2307/800828	10.2307/800828	The Aim of the English Course	W. D. Lewis	The English Journal	1	1	1912-01-01T00:00:00Z	pp. 9-14	National Council of Teachers of English	fla			
10.2307/801092	10.2307/801092	Card File	Grace Rotzel	The English Journal	6	10	1917-12-01T00:00:00Z	p. 691	National Council of Teachers of English	fla			
10.2307/801178	10.2307/801178	English Equipment	William M. Butler, Edwin L. Miller, Charles E. Rhodes, Vernon P. Squires, Vincil C. Coulter	The English Journal	2	3	1913-03-01T00:00:00Z	pp. 178-184	National Council of Teachers of English	fla			
10.2307/801220	10.2307/801220	Book Notices		The English Journal	4	10	1915-12-01T00:00:00Z	pp. 682-684	National Council of Teachers of English	mis			
10.2307/800931	10.2307/800931	Editorial: The Democratization of Method		The English Journal	7	8	1918-10-01T00:00:00Z	p. 538	National Council of Teachers of English	fla			
10.2307/801167	10.2307/801167	The Advance Movement in English	Elmer W. Smith	The English Journal	6	1	1917-01-01T00:00:00Z	pp. 12-19	National Council of Teachers of English	fla			
10.2307/802644	10.2307/802644	Teaching Children to Choose	Fannie M. Clark	The English Journal	9	3	1920-03-01T00:00:00Z	pp. 135-146	National Council of Teachers of English	fla			
10.2307/801050	10.2307/801050	Graduation Day	Dorothy Louise Smith	The English Journal	2	5	1913-05-01T00:00:00Z	p. 324	National Council of Teachers of English	fla			
10.2307/801210	10.2307/801210	The Natural Method of Voice Production	Floyd S. Muckey	The English Journal	4	10	1915-12-01T00:00:00Z	pp. 625-638	National Council of Teachers of English	fla			
10.2307/801037	10.2307/801037	Formal and Functional Grammar	Margaret McLaughlin	The English Journal	8	8	1919-10-01T00:00:00Z	pp. 500-502	National Council of Teachers of English	fla			
10.2307/801234	10.2307/801234	Editorial: The Handout		The English Journal	7	4	1918-04-01T00:00:00Z	p. 272	National Council of Teachers of English	fla			
10.2307/801804	10.2307/801804	Socializing Influences in the Classroom	Alice Louise Marsh	The English Journal	5	2	1916-02-01T00:00:00Z	pp. 89-98	National Council of Teachers of English	fla			
10.2307/801744	10.2307/801744	News and Notes	L. W. Payne, Jr., Ellen E. Garrigues, Edwin Fairley, Edward J. Bailey, E. R. Clark, Percival Chubb, Adah H. Fox, Theodore C. Mitchill	The English Journal	1	3	1912-03-01T00:00:00Z	pp. 178-186	National Council of Teachers of English	mis			
10.2307/801096	10.2307/801096	Book Notices		The English Journal	6	10	1917-12-01T00:00:00Z	pp. 703-704	National Council of Teachers of English	mis			
10.2307/801459	10.2307/801459	Grades That Explain Themselves	Percy W. Long	The English Journal	2	8	1913-10-01T00:00:00Z	pp. 488-493	National Council of Teachers of English	fla			
10.2307/801548	10.2307/801548	News and Notes		The English Journal	8	3	1919-03-01T00:00:00Z	pp. 195-199	National Council of Teachers of English	mis			
10.2307/801004	10.2307/801004	Another Word about Freshman English	Murray Gardner Hill	The English Journal	6	4	1917-04-01T00:00:00Z	pp. 264-265	National Council of Teachers of English	fla			
10.2307/801048	10.2307/801048	What the Graduates of Our High Schools Think	W. Wilbur Hatfield	The English Journal	2	5	1913-05-01T00:00:00Z	pp. 318-322	National Council of Teachers of English	fla			
10.2307/802081	10.2307/802081	Back Matter		The English Journal	8	10	1919-12-01T00:00:00Z	p. 648	National Council of Teachers of English	mis			
10.2307/801049	10.2307/801049	The Training of the English Teacher: One Experience	Elizabeth H. Avery	The English Journal	2	5	1913-05-01T00:00:00Z	pp. 322-324	National Council of Teachers of English	fla			
10.2307/801493	10.2307/801493	On Teaching American	Rose Alden	The English Journal	3	3	1914-03-01T00:00:00Z	pp. 182-183	National Council of Teachers of English	fla			
10.2307/801541	10.2307/801541	The English Teacher and Patriotism	E. Dudley Parsons	The English Journal	8	3	1919-03-01T00:00:00Z	pp. 154-163	National Council of Teachers of English	fla			
